Game ID,Puzzle Date,Group Name,Group Level,Word
syn-3,2022-01-04,HIDDEN FRUIT INSIDE,2,TANGERINE
syn-3,2022-01-04,ANAGRAMS OF GREEK LETTERS,3,SILENT
syn-3,2022-01-04,ANAGRAMS OF GREEK LETTERS,3,AMPLE
syn-3,2022-01-04,ANAGRAMS OF GREEK LETTERS,3,THAWS
syn-3,2022-01-04,ANAGRAMS OF GREEK LETTERS,3,MOAT
syn-4,2022-01-05,TYPES OF COFFEE DRINKS,0,LATTE
syn-4,2022-01-05,TYPES OF COFFEE DRINKS,0,MOCHA
syn-4,2022-01-05,TYPES OF COFFEE DRINKS,0,ESPRESSO
syn-4,2022-01-05,TYPES OF COFFEE DRINKS,0,CAPPUCCINO
syn-4,2022-01-05,THINGS THAT COME IN A SHELL,1,NUT
syn-4,2022-01-05,THINGS THAT COME IN A SHELL,1,EGG
syn-4,2022-01-05,THINGS THAT COME IN A SHELL,1,CLAM
syn-4,2022-01-05,THINGS THAT COME IN A SHELL,1,SNAIL
syn-4,2022-01-05,FAMOUS PAULS,2,MCCARTNEY
syn-4,2022-01-05,FAMOUS PAULS,2,NEWMAN
syn-4,2022-01-05,FAMOUS PAULS,2,RUDD
syn-4,2022-01-05,FAMOUS PAULS,2,RYAN
syn-4,2022-01-05,WORDS HIDING A UNIT OF MEASUREMENT,3,THERMOS
syn-4,2022-01-05,WORDS HIDING A UNIT OF MEASUREMENT,3,BASEMENT
syn-4,2022-01-05,WORDS HIDING A UNIT OF MEASUREMENT,3,YARDWORK
syn-4,2022-01-05,WORDS HIDING A UNIT OF MEASUREMENT,3,TONNAGE
syn-5,2022-01-06,TYPES OF CHEESE,0,CHEDDAR
syn-5,2022-01-06,TYPES OF CHEESE,0,BRIE
syn-5,2022-01-06,TYPES OF CHEESE,0,MOZZARELLA
syn-5,2022-01-06,TYPES OF CHEESE,0,GOUDA
syn-5,2022-01-06,THINGS YOU CAN MISS,1,SHOT
syn-5,2022-01-06,THINGS YOU CAN MISS,1,POINT
syn-5,2022-01-06,THINGS YOU CAN MISS,1,CALL
syn-5,2022-01-06,THINGS YOU CAN MISS,1,DEADLINE
syn-5,2022-01-06,WORDS HIDING A COLOR,2,BLANCHED
syn-5,2022-01-06,WORDS HIDING A COLOR,2,GREENBACK
syn-5,2022-01-06,WORDS HIDING A COLOR,2,REDOLENT
syn-5,2022-01-06,WORDS HIDING A COLOR,2,BLUEGRASS
syn-5,2022-01-06,REMOVE 'ED' TO GET A DIFFERENT WORD,3,STATED
syn-5,2022-01-06,REMOVE 'ED' TO GET A DIFFERENT WORD,3,SCALED
syn-5,2022-01-06,REMOVE 'ED' TO GET A DIFFERENT WORD,3,GRADED
syn-5,2022-01-06,REMOVE 'ED' TO GET A DIFFERENT WORD,3,BOARDED
syn-6,2022-01-07,TYPES OF TREES,0,OAK
syn-6,2022-01-07,TYPES OF TREES,0,MAPLE
syn-6,2022-01-07,TYPES OF TREES,0,BIRCH
syn-6,2022-01-07,TYPES OF TREES,0,SPRUCE
syn-6,2022-01-07,THINGS THAT CAN BE FILED,1,COMPLAINT
syn-6,2022-01-07,THINGS THAT CAN BE FILED,1,LAWSUIT
syn-6,2022-01-07,THINGS THAT CAN BE FILED,1,TAXES
syn-6,2022-01-07,THINGS THAT CAN BE FILED,1,NAILS
syn-6,2022-01-07,PRECEDES 'BELL',2,BARBELL
syn-6,2022-01-07,PRECEDES 'BELL',2,DUMBBELL
syn-6,2022-01-07,PRECEDES 'BELL',2,BLUEBOTTLE
syn-6,2022-01-07,PRECEDES 'BELL',2,BLUEBELL
syn-6,2022-01-07,CELEBRITIES NAMED PATRICK,3,SWAYZE
syn-6,2022-01-07,CELEBRITIES NAMED PATRICK,3,DEMPSEY
syn-6,2022-01-07,CELEBRITIES NAMED PATRICK,3,STEWART
syn-6,2022-01-07,CELEBRITIES NAMED PATRICK,3,MAHOMES
syn-7,2022-01-08,THIEF,0,BURGLAR
syn-7,2022-01-08,THIEF,0,CROOK
syn-7,2022-01-08,THIEF,0,ROBBER
syn-7,2022-01-08,THIEF,0,BANDIT
syn-7,2022-01-08,TYPES OF MARKETS,1,BULL
syn-7,2022-01-08,TYPES OF MARKETS,1,BEAR
syn-7,2022-01-08,TYPES OF MARKETS,1,BLACK
syn-7,2022-01-08,TYPES OF MARKETS,1,FLEA
syn-7,2022-01-08,"THINGS YOU CAN ""WORK""",2,MAGIC
syn-7,2022-01-08,"THINGS YOU CAN ""WORK""",2,MIRACLES
syn-7,2022-01-08,"THINGS YOU CAN ""WORK""",2,ANGLES
syn-7,2022-01-08,"THINGS YOU CAN ""WORK""",2,WONDERS
syn-7,2022-01-08,WORDS HIDING A MUSICAL NOTE,3,ESTATE
syn-7,2022-01-08,WORDS HIDING A MUSICAL NOTE,3,SIDECAR
syn-7,2022-01-08,WORDS HIDING A MUSICAL NOTE,3,TIMELESS
syn-7,2022-01-08,WORDS HIDING A MUSICAL NOTE,3,THREAD
syn-8,2022-01-09,TYPES OF BERRIES,0,STRAW
syn-8,2022-01-09,TYPES OF BERRIES,0,BLUE
syn-8,2022-01-09,TYPES OF BERRIES,0,RASP
syn-8,2022-01-09,TYPES OF BERRIES,0,CRAN
syn-8,2022-01-09,THINGS THAT CAN BE CRUSHED,1,VELVET
syn-8,2022-01-09,THINGS THAT CAN BE CRUSHED,1,HOPES
syn-8,2022-01-09,THINGS THAT CAN BE CRUSHED,1,ICE
syn-8,2022-01-09,THINGS THAT CAN BE CRUSHED,1,DREAMS
syn-8,2022-01-09,WORDS HIDING A GEMSTONE,2,EMERALD
syn-8,2022-01-09,WORDS HIDING A GEMSTONE,2,DIAMOND
syn-8,2022-01-09,WORDS HIDING A GEMSTONE,2,AMETHYST
syn-8,2022-01-09,WORDS HIDING A GEMSTONE,2,SAPPHIRE
syn-8,2022-01-09,___ KINGDOM,3,ANIMAL
syn-8,2022-01-09,___ KINGDOM,3,PLANT
syn-8,2022-01-09,___ KINGDOM,3,FUNGI
syn-8,2022-01-09,___ KINGDOM,3,MONERA
syn-9,2022-01-10,THINGS THAT ARE CIRCULAR,0,PIZZA
syn-9,2022-01-10,THINGS THAT ARE CIRCULAR,0,PLATE
syn-9,2022-01-10,THINGS THAT ARE CIRCULAR,0,WHEEL
syn-9,2022-01-10,THINGS THAT ARE CIRCULAR,0,COIN
syn-9,2022-01-10,TYPES OF DANCES,1,TANGO
syn-9,2022-01-10,TYPES OF DANCES,1,WALTZ
syn-9,2022-01-10,TYPES OF DANCES,1,JIVE
syn-9,2022-01-10,TYPES OF DANCES,1,FOXTROT
syn-9,2022-01-10,ANAGRAMS OF COUNTRIES,2,STRIPE
syn-9,2022-01-10,ANAGRAMS OF COUNTRIES,2,MALTOSE
syn-9,2022-01-10,ANAGRAMS OF COUNTRIES,2,RAPPING
syn-9,2022-01-10,ANAGRAMS OF COUNTRIES,2,GENTSIA
syn-9,2022-01-10,REMOVE 'NET' FROM END,3,MAGNET
syn-9,2022-01-10,REMOVE 'NET' FROM END,3,HORNET
syn-9,2022-01-10,REMOVE 'NET' FROM END,3,GARNET
syn-9,2022-01-10,REMOVE 'NET' FROM END,3,HELMET
syn-10,2022-01-11,TYPES OF HATS,0,BERET
syn-10,2022-01-11,TYPES OF HATS,0,FEDORA
syn-10,2022-01-11,TYPES OF HATS,0,BEANIE
syn-10,2022-01-11,TYPES OF HATS,0,BONNET
syn-10,2022-01-11,THINGS THAT CAN BE BROKEN,1,RECORD
syn-10,2022-01-11,THINGS THAT CAN BE BROKEN,1,SPELL
syn-10,2022-01-11,THINGS THAT CAN BE BROKEN,1,SILENCE
syn-10,2022-01-11,THINGS THAT CAN BE BROKEN,1,HABIT
syn-10,2022-01-11,OLYMPIC HOST CITIES,2,PARIS
syn-10,2022-01-11,OLYMPIC HOST CITIES,2,TOKYO
syn-10,2022-01-11,OLYMPIC HOST CITIES,2,SEOUL
syn-10,2022-01-11,OLYMPIC HOST CITIES,2,SYDNEY
syn-10,2022-01-11,WORDS THAT PRECEDE 'PALACE',3,CRYSTAL
syn-10,2022-01-11,WORDS THAT PRECEDE 'PALACE',3,BUCKINGHAM
syn-10,2022-01-11,WORDS THAT PRECEDE 'PALACE',3,WINTER
syn-10,2022-01-11,WORDS THAT PRECEDE 'PALACE',3,ICE
syn-11,2022-01-12,TYPES OF COFFEE,0,ESPRESSO
syn-11,2022-01-12,TYPES OF COFFEE,0,LATTE
syn-11,2022-01-12,TYPES OF COFFEE,0,AMERICANO
syn-11,2022-01-12,TYPES OF COFFEE,0,CAPPUCCINO
syn-11,2022-01-12,THINGS THAT ARE DRAWN,1,CURTAIN
syn-11,2022-01-12,THINGS THAT ARE DRAWN,1,CONCLUSION
syn-11,2022-01-12,THINGS THAT ARE DRAWN,1,BATH
syn-11,2022-01-12,THINGS THAT ARE DRAWN,1,REVOLVER
syn-11,2022-01-12,WORDS HIDING A SHADE,2,SCARLET
syn-11,2022-01-12,WORDS HIDING A SHADE,2,BLUEPRINT
syn-11,2022-01-12,WORDS HIDING A SHADE,2,GOLDFISH
syn-11,2022-01-12,WORDS HIDING A SHADE,2,INFRARED
syn-11,2022-01-12,_____ LION,3,COWARDLY
syn-11,2022-01-12,_____ LION,3,DANDELION
syn-11,2022-01-12,_____ LION,3,MOUNTAIN
syn-11,2022-01-12,_____ LION,3,SEA
syn-12,2022-01-13,COOKING METHODS,0,BAKE
syn-12,2022-01-13,COOKING METHODS,0,BROIL
syn-12,2022-01-13,COOKING METHODS,0,ROAST
syn-12,2022-01-13,COOKING METHODS,0,GRILL
syn-12,2022-01-13,FAMOUS MALE SINGERS NAMED BRUCE,1,SPRINGSTEEN
syn-12,2022-01-13,FAMOUS MALE SINGERS NAMED BRUCE,1,DICKINSON
syn-12,2022-01-13,FAMOUS MALE SINGERS NAMED BRUCE,1,WILLIS
syn-12,2022-01-13,FAMOUS MALE SINGERS NAMED BRUCE,1,HORNSBY
syn-12,2022-01-13,THINGS THAT COME AFTER 'BREAD',2,BOX
syn-12,2022-01-13,THINGS THAT COME AFTER 'BREAD',2,FRUIT
syn-12,2022-01-13,THINGS THAT COME AFTER 'BREAD',2,WINNER
syn-12,2022-01-13,THINGS THAT COME AFTER 'BREAD',2,STICK
syn-12,2022-01-13,WORDS HIDING A BREAKFAST FOOD,3,OATMEAL
syn-12,2022-01-13,WORDS HIDING A BREAKFAST FOOD,3,BAGGAGE
syn-12,2022-01-13,WORDS HIDING A BREAKFAST FOOD,3,EGGPLANT
syn-12,2022-01-13,WORDS HIDING A BREAKFAST FOOD,3,SCRAMBLE
syn-13,2022-01-14,THINGS YOU FLIP,0,PANCAKE
syn-13,2022-01-14,THINGS YOU FLIP,0,COIN
syn-13,2022-01-14,THINGS YOU FLIP,0,SWITCH
syn-13,2022-01-14,THINGS YOU FLIP,0,OMELET
syn-13,2022-01-14,TYPES OF KISSES,1,BUTTERFLY
syn-13,2022-01-14,TYPES OF KISSES,1,FRENCH
syn-13,2022-01-14,TYPES OF KISSES,1,ESKIMO
syn-13,2022-01-14,TYPES OF KISSES,1,AIR
syn-13,2022-01-14,CONTAIN AN ANIMAL,2,LEOPARD
syn-13,2022-01-14,CONTAIN AN ANIMAL,2,BEAGLE
syn-13,2022-01-14,CONTAIN AN ANIMAL,2,TURKEY
syn-13,2022-01-14,CONTAIN AN ANIMAL,2,BADGER
syn-13,2022-01-14,"PRECEDE ""HOUSE""",3,GREEN
syn-13,2022-01-14,"PRECEDE ""HOUSE""",3,FULL
syn-13,2022-01-14,"PRECEDE ""HOUSE""",3,ROAD
syn-13,2022-01-14,"PRECEDE ""HOUSE""",3,WARE
syn-14,2022-01-15,THINGS THAT ARE FLUFFY,0,CLOUD
syn-14,2022-01-15,THINGS THAT ARE FLUFFY,0,PILLOW
syn-14,2022-01-15,THINGS THAT ARE FLUFFY,0,MARSHMALLOW
syn-14,2022-01-15,THINGS THAT ARE FLUFFY,0,COTTON
syn-14,2022-01-15,WORDS THAT FOLLOW 'SPRING',1,BREAK
syn-14,2022-01-15,WORDS THAT FOLLOW 'SPRING',1,BOARD
syn-14,2022-01-15,WORDS THAT FOLLOW 'SPRING',1,CHICKEN
syn-14,2022-01-15,WORDS THAT FOLLOW 'SPRING',1,ROLL
syn-14,2022-01-15,THINGS THAT CAN BE SEALED,2,ENVELOPE
syn-14,2022-01-15,THINGS THAT CAN BE SEALED,2,DEAL
syn-14,2022-01-15,THINGS THAT CAN BE SEALED,2,LEAK
syn-14,2022-01-15,THINGS THAT CAN BE SEALED,2,TOMB
syn-14,2022-01-15,FAMOUS GEORGES,3,FOREMAN
syn-14,2022-01-15,FAMOUS GEORGES,3,HARRISON
syn-14,2022-01-15,FAMOUS GEORGES,3,WASHINGTON
syn-14,2022-01-15,FAMOUS GEORGES,3,CLOONEY
syn-15,2022-01-16,THINGS YOU KNEAD,0,DOUGH
syn-15,2022-01-16,THINGS YOU KNEAD,0,CLAY
syn-15,2022-01-16,THINGS YOU KNEAD,0,BREAD
syn-15,2022-01-16,THINGS YOU KNEAD,0,MUSCLE
syn-15,2022-01-16,TYPES OF BEARS,1,POLAR
syn-15,2022-01-16,TYPES OF BEARS,1,GRIZZLY
syn-15,2022-01-16,TYPES OF BEARS,1,PANDA
syn-15,2022-01-16,TYPES OF BEARS,1,TEDDY
syn-15,2022-01-16,HIDE A PLANT INSIDE,2,HEATHER
syn-15,2022-01-16,HIDE A PLANT INSIDE,2,BUTTERCUP
syn-15,2022-01-16,HIDE A PLANT INSIDE,2,PARSNIP
syn-15,2022-01-16,HIDE A PLANT INSIDE,2,SNAPDRAGON
syn-15,2022-01-16,___ LIGHT,3,TRAFFIC
syn-15,2022-01-16,___ LIGHT,3,GREEN
syn-15,2022-01-16,___ LIGHT,3,MOON
syn-15,2022-01-16,___ LIGHT,3,FLASH
syn-16,2022-01-17,TYPES OF BEANS,0,KIDNEY
syn-16,2022-01-17,TYPES OF BEANS,0,PINTO
syn-16,2022-01-17,TYPES OF BEANS,0,BLACK
syn-16,2022-01-17,TYPES OF BEANS,0,NAVY
syn-16,2022-01-17,THINGS THAT CAN BE COLD,1,SHOULDER
syn-16,2022-01-17,THINGS THAT CAN BE COLD,1,FEET
syn-16,2022-01-17,THINGS THAT CAN BE COLD,1,CASE
syn-16,2022-01-17,THINGS THAT CAN BE COLD,1,SNAP
syn-16,2022-01-17,"WORDS THAT FOLLOW ""GIVE""",2,CHASE
syn-16,2022-01-17,"WORDS THAT FOLLOW ""GIVE""",2,GROUND
syn-16,2022-01-17,"WORDS THAT FOLLOW ""GIVE""",2,NOTICE
syn-16,2022-01-17,"WORDS THAT FOLLOW ""GIVE""",2,WEIGHT
syn-16,2022-01-17,CELEBRITIES NAMED CHRIS,3,PINE
syn-16,2022-01-17,CELEBRITIES NAMED CHRIS,3,BROWN
syn-16,2022-01-17,CELEBRITIES NAMED CHRIS,3,PRATT
syn-16,2022-01-17,CELEBRITIES NAMED CHRIS,3,EVANS
syn-17,2022-01-18,THINGS YOU WEAR,0,SCARF
syn-17,2022-01-18,THINGS YOU WEAR,0,GLOVES
syn-17,2022-01-18,THINGS YOU WEAR,0,HAT
syn-17,2022-01-18,THINGS YOU WEAR,0,COAT
syn-17,2022-01-18,TYPES OF PASTA SHAPES,1,PENNE
syn-17,2022-01-18,TYPES OF PASTA SHAPES,1,FUSILLI
syn-17,2022-01-18,TYPES OF PASTA SHAPES,1,RIGATONI
syn-17,2022-01-18,TYPES OF PASTA SHAPES,1,FARFALLE
syn-17,2022-01-18,COUNTRIES THAT SHARE BORDERS WITH GERMANY,2,POLAND
syn-17,2022-01-18,COUNTRIES THAT SHARE BORDERS WITH GERMANY,2,FRANCE
syn-17,2022-01-18,COUNTRIES THAT SHARE BORDERS WITH GERMANY,2,DENMARK
syn-17,2022-01-18,COUNTRIES THAT SHARE BORDERS WITH GERMANY,2,AUSTRIA
syn-17,2022-01-18,WORDS ENDING IN NAMES FOR MALE ANIMALS,3,GODFATHER
syn-17,2022-01-18,WORDS ENDING IN NAMES FOR MALE ANIMALS,3,STAG
syn-17,2022-01-18,WORDS ENDING IN NAMES FOR MALE ANIMALS,3,COCKATOO
syn-17,2022-01-18,WORDS ENDING IN NAMES FOR MALE ANIMALS,3,TOMBOY
syn-18,2022-01-19,TYPES OF SEATS,0,THRONE
syn-18,2022-01-19,TYPES OF SEATS,0,BENCH
syn-18,2022-01-19,TYPES OF SEATS,0,STOOL
syn-18,2022-01-19,TYPES OF SEATS,0,ARMCHAIR
syn-18,2022-01-19,THINGS THAT CAN BE 'BROKEN',1,RECORD
syn-18,2022-01-19,THINGS THAT CAN BE 'BROKEN',1,HABIT
syn-18,2022-01-19,THINGS THAT CAN BE 'BROKEN',1,HEART
syn-18,2022-01-19,THINGS THAT CAN BE 'BROKEN',1,SILENCE
syn-18,2022-01-19,FAMOUS PEOPLE WITH LAST NAME 'STONE',2,EMMA
syn-18,2022-01-19,FAMOUS PEOPLE WITH LAST NAME 'STONE',2,OLIVER
syn-18,2022-01-19,FAMOUS PEOPLE WITH LAST NAME 'STONE',2,SHARON
syn-18,2022-01-19,FAMOUS PEOPLE WITH LAST NAME 'STONE',2,JOSS
syn-18,2022-01-19,WORDS THAT PRECEDE 'BOARD',3,CHESS
syn-18,2022-01-19,WORDS THAT PRECEDE 'BOARD',3,SURF
syn-18,2022-01-19,WORDS THAT PRECEDE 'BOARD',3,KEY
syn-18,2022-01-19,WORDS THAT PRECEDE 'BOARD',3,DASH
syn-19,2022-01-20,CITRUS FRUITS,0,LEMON
syn-19,2022-01-20,CITRUS FRUITS,0,LIME
syn-19,2022-01-20,CITRUS FRUITS,0,ORANGE
syn-19,2022-01-20,CITRUS FRUITS,0,GRAPEFRUIT
syn-19,2022-01-20,THINGS THAT COME IN PAIRS,1,SCISSORS
syn-19,2022-01-20,THINGS THAT COME IN PAIRS,1,GLOVES
syn-19,2022-01-20,THINGS THAT COME IN PAIRS,1,SOCKS
syn-19,2022-01-20,THINGS THAT COME IN PAIRS,1,CHOPSTICKS
syn-19,2022-01-20,WORDS HIDING A BIRD,2,PARTRIDGE
syn-19,2022-01-20,WORDS HIDING A BIRD,2,SPARKLING
syn-19,2022-01-20,WORDS HIDING A BIRD,2,SWALLOW
syn-19,2022-01-20,WORDS HIDING A BIRD,2,FINALIZE
syn-19,2022-01-20,FAMOUS COMEDIANS FIRST NAME JOHN,3,BELUSHI
syn-19,2022-01-20,FAMOUS COMEDIANS FIRST NAME JOHN,3,CLEESE
syn-19,2022-01-20,FAMOUS COMEDIANS FIRST NAME JOHN,3,CANDY
syn-19,2022-01-20,FAMOUS COMEDIANS FIRST NAME JOHN,3,MULANEY
syn-20,2022-01-21,SWIMMING STROKES,0,BUTTERFLY
syn-20,2022-01-21,SWIMMING STROKES,0,BACKSTROKE
syn-20,2022-01-21,SWIMMING STROKES,0,BREASTSTROKE
syn-20,2022-01-21,SWIMMING STROKES,0,FREESTYLE
syn-20,2022-01-21,THINGS THAT ARE LIQUID AT ROOM TEMPERATURE,1,MERCURY
syn-20,2022-01-21,THINGS THAT ARE LIQUID AT ROOM TEMPERATURE,1,BROMINE
syn-20,2022-01-21,THINGS THAT ARE LIQUID AT ROOM TEMPERATURE,1,WATER
syn-20,2022-01-21,THINGS THAT ARE LIQUID AT ROOM TEMPERATURE,1,GASOLINE
syn-20,2022-01-21,WORDS THAT FOLLOW 'RUBBER',2,BAND
syn-20,2022-01-21,WORDS THAT FOLLOW 'RUBBER',2,STAMP
syn-20,2022-01-21,WORDS THAT FOLLOW 'RUBBER',2,DUCKY
syn-20,2022-01-21,WORDS THAT FOLLOW 'RUBBER',2,MALLET
syn-20,2022-01-21,ANAGRAMS OF FAMOUS PHILOSOPHERS,3,RATIOS
syn-20,2022-01-21,ANAGRAMS OF FAMOUS PHILOSOPHERS,3,KANTEN
syn-20,2022-01-21,ANAGRAMS OF FAMOUS PHILOSOPHERS,3,NETSOC
syn-20,2022-01-21,ANAGRAMS OF FAMOUS PHILOSOPHERS,3,CALBUP
syn-21,2022-01-22,THINGS YOU PULL,0,TRIGGER
syn-21,2022-01-22,THINGS YOU PULL,0,LEVER
syn-21,2022-01-22,THINGS YOU PULL,0,ROPE
syn-21,2022-01-22,THINGS YOU PULL,0,CORD
syn-21,2022-01-22,TYPES OF PICKLES,1,DILL
syn-21,2022-01-22,TYPES OF PICKLES,1,BREAD AND BUTTER
syn-21,2022-01-22,TYPES OF PICKLES,1,HALF SOUR
syn-21,2022-01-22,TYPES OF PICKLES,1,KOSHER
syn-21,2022-01-22,THINGS THAT PRECEDE 'POCKET',2,BILLIARD
syn-21,2022-01-22,THINGS THAT PRECEDE 'POCKET',2,AIR
syn-21,2022-01-22,THINGS THAT PRECEDE 'POCKET',2,HIP
syn-21,2022-01-22,THINGS THAT PRECEDE 'POCKET',2,BREAST
syn-21,2022-01-22,CELEBRITIES NAMED DAVID,3,BOWIE
syn-21,2022-01-22,CELEBRITIES NAMED DAVID,3,LETTERMAN
syn-21,2022-01-22,CELEBRITIES NAMED DAVID,3,ATTENBOROUGH
syn-21,2022-01-22,CELEBRITIES NAMED DAVID,3,BLAINE
syn-22,2022-01-23,TYPES OF COOKIES,0,SNICKERDOODLE
syn-22,2022-01-23,TYPES OF COOKIES,0,OATMEAL
syn-22,2022-01-23,TYPES OF COOKIES,0,CHOCOLATE CHIP
syn-22,2022-01-23,TYPES OF COOKIES,0,SUGAR
syn-22,2022-01-23,THINGS THAT RUST,1,IRON
syn-22,2022-01-23,THINGS THAT RUST,1,NAIL
syn-22,2022-01-23,THINGS THAT RUST,1,GATE
syn-22,2022-01-23,THINGS THAT RUST,1,CHAIN
syn-22,2022-01-23,WORDS THAT FOLLOW 'SOCIAL',2,MEDIA
syn-22,2022-01-23,WORDS THAT FOLLOW 'SOCIAL',2,SECURITY
syn-22,2022-01-23,WORDS THAT FOLLOW 'SOCIAL',2,LADDER
syn-22,2022-01-23,WORDS THAT FOLLOW 'SOCIAL',2,NETWORK
syn-22,2022-01-23,JOHNS: FAMOUS PEOPLE NAMED JOHN,3,DEERE
syn-22,2022-01-23,JOHNS: FAMOUS PEOPLE NAMED JOHN,3,GRISHAM
syn-22,2022-01-23,JOHNS: FAMOUS PEOPLE NAMED JOHN,3,DENVER
syn-22,2022-01-23,JOHNS: FAMOUS PEOPLE NAMED JOHN,3,BELUSHI
syn-23,2022-01-24,THINGS YOU CAN BREAK,0,ICE
syn-23,2022-01-24,THINGS YOU CAN BREAK,0,SILENCE
syn-23,2022-01-24,THINGS YOU CAN BREAK,0,RECORD
syn-23,2022-01-24,THINGS YOU CAN BREAK,0,HABIT
syn-23,2022-01-24,COMMON SURNAMES THAT ARE ALSO PROFESSIONS,1,BAKER
syn-23,2022-01-24,COMMON SURNAMES THAT ARE ALSO PROFESSIONS,1,MILLER
syn-23,2022-01-24,COMMON SURNAMES THAT ARE ALSO PROFESSIONS,1,BUTCHER
syn-23,2022-01-24,COMMON SURNAMES THAT ARE ALSO PROFESSIONS,1,COOPER
syn-23,2022-01-24,WORDS THAT PRECEDE 'BALL' IN SPORTS,2,VOLLEY
syn-23,2022-01-24,WORDS THAT PRECEDE 'BALL' IN SPORTS,2,MEDICINE
syn-23,2022-01-24,WORDS THAT PRECEDE 'BALL' IN SPORTS,2,DODGE
syn-23,2022-01-24,WORDS THAT PRECEDE 'BALL' IN SPORTS,2,BEACH
syn-23,2022-01-24,WORDS THAT FOLLOW 'BRAIN',3,DEAD
syn-23,2022-01-24,WORDS THAT FOLLOW 'BRAIN',3,CHILD
syn-23,2022-01-24,WORDS THAT FOLLOW 'BRAIN',3,STEM
syn-23,2022-01-24,WORDS THAT FOLLOW 'BRAIN',3,FOG
syn-24,2022-01-25,THINGS THAT ARE BLUE,0,SKY
syn-24,2022-01-25,THINGS THAT ARE BLUE,0,OCEAN
syn-24,2022-01-25,THINGS THAT ARE BLUE,0,BLUEBERRY
syn-24,2022-01-25,THINGS THAT ARE BLUE,0,SAPPHIRE
syn-24,2022-01-25,WORDS THAT FOLLOW 'BLUE',1,COLLAR
syn-24,2022-01-25,WORDS THAT FOLLOW 'BLUE',1,CHIP
syn-24,2022-01-25,WORDS THAT FOLLOW 'BLUE',1,JAY
syn-24,2022-01-25,WORDS THAT FOLLOW 'BLUE',1,MOON
syn-24,2022-01-25,THINGS YOU CAN 'THROW' (IN SPORTS OR FIGURATIVELY),2,CURVEBALL
syn-24,2022-01-25,THINGS YOU CAN 'THROW' (IN SPORTS OR FIGURATIVELY),2,WRENCH
syn-24,2022-01-25,THINGS YOU CAN 'THROW' (IN SPORTS OR FIGURATIVELY),2,TOWEL
